ID_TA,closed,inactive,claimed,primary_cus,is_website,photo_count,is_video,cus_rest_rank,cus_rest_count,mail,tel,orig_url,URL_TA
d12681270,0,0,1,European,1,7,0,1395,1713,1,+31 20 737 3197,https://www.tripadvisor.com/Restaurant_Review-g188590-d10744087-Reviews-Cafe_DS-Amsterdam_North_Holland_Province.html,https://www.tripadvisor.com//Restaurant_Review-g188590-d12681270-Reviews-De_School-Amsterdam_North_Holland_Province.html
d2403630,0,0,1,Cafe,1,157,0,,,1,+34 913 69 36 89,https://www.tripadvisor.com//Restaurant_Review-g187514-d2403630-Reviews-Cafe_Murillo-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d2403630-Reviews-Cafe_Murillo-Madrid.html
d734209,0,0,1,European,1,25,0,1599,2624,1,+44 20 7244 4333,https://www.tripadvisor.com//Restaurant_Review-g186338-d734209-Reviews-Blakes_Hotel_Restaurant-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d734209-Reviews-Blakes_Hotel_Restaurant-London_England.html
d940124,0,0,1,Italian,1,313,0,392,4813,1,+39 02 5410 0708,https://www.tripadvisor.com/Restaurant_Review-g187849-d940124-Reviews-Isola_dei_Sapori_via_Anfossi_Milano-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d940124-Reviews-Isola_dei_Sapori-Milan_Lombardy.html
d8525409,0,0,0,European,0,0,0,2251,2711,0,+351 21 357 1559,https://www.tripadvisor.com//Restaurant_Review-g189158-d8525409-Reviews-O_Tomas-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d8525409-Reviews-O_Tomas-Lisbon_Lisbon_District_Central_Portugal.html
d1848844,0,0,1,Scottish,1,926,0,60,545,1,+44 131 220 1111,https://www.tripadvisor.com//Restaurant_Review-g186525-d1848844-Reviews-Angels_With_Bagpipes-Edinburgh_Scotland.html,https://www.tripadvisor.com//Restaurant_Review-g186525-d1848844-Reviews-Angels_With_Bagpipes-Edinburgh_Scotland.html
d10100793,0,0,0,Bakeries,0,59,0,158,352,0,+33 1 43 72 39 53,https://www.tripadvisor.com//Restaurant_Review-g187147-d10100793-Reviews-Aux_Delices_De_Paris_Reuilly-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d10100793-Reviews-Aux_Delices_De_Paris_Reuilly-Paris_Ile_de_France.html
d2530081,0,0,1,Italian,1,166,0,,,1,+34 932 06 45 30,https://www.tripadvisor.com/Restaurant_Review-g187497-d2530081-Reviews-Bimba_s-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d2530081-Reviews-Bimbas-Barcelona_Catalonia.html
d8652731,0,0,0,Sushi,1,17,0,24,146,1,+48 22 872 21 12,https://www.tripadvisor.com//Restaurant_Review-g274856-d8652731-Reviews-Sakaba_Sushi_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274856-d8652731-Reviews-Sakaba_Sushi_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html
d6821749,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187265-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d6821749-Reviews-Redwood_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d7086228,0,0,0,Pizza,0,4,0,824,1263,0,+39 02 3360 0988,https://www.tripadvisor.com//Restaurant_Review-g187849-d7086228-Reviews-L_artigiano_Della_Vera_Pizza_Napoletana-Milan_Lombardy.html,https://www.tripadvisor.com//Restaurant_Review-g187849-d7086228-Reviews-L_artigiano_Della_Vera_Pizza_Napoletana-Milan_Lombardy.html
d10676633,0,0,1,French,1,168,0,402,6971,0,+33 1 47 20 28 84,https://www.tripadvisor.com//Restaurant_Review-g187147-d10676633-Reviews-Le_Butcher-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d10676633-Reviews-Le_Butcher-Paris_Ile_de_France.html
d6923075,0,0,1,Italian,1,19,0,324,563,0,+49 89 45214977,https://www.tripadvisor.com//Restaurant_Review-g187309-d6923075-Reviews-The_Italian_Shot-Munich_Upper_Bavaria_Bavaria.html,https://www.tripadvisor.com//Restaurant_Review-g187309-d6923075-Reviews-The_Italian_Shot-Munich_Upper_Bavaria_Bavaria.html
d7140369,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g274772-Krakow_Lesser_Poland_Province_Southern_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274772-d7140369-Reviews-Big_Red_Bustaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html
d13322859,0,0,0,Chinese,1,1,0,457,810,0,+44 20 8408 2828,https://www.tripadvisor.com//Restaurant_Review-g186338-d13322859-Reviews-China_Chef-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d13322859-Reviews-China_Chef-London_England.html
d2042149,0,0,0,French,1,4,0,4590,6971,0,+33 1 43 36 34 41,https://www.tripadvisor.com//Restaurant_Review-g187147-d2042149-Reviews-Restaurant_Le_13-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d2042149-Reviews-Restaurant_Le_13-Paris_Ile_de_France.html
d8515255,0,0,1,Quick Bites,1,51,0,54,171,1,+45 32 54 81 81,https://www.tripadvisor.com/Restaurant_Review-g189541-d8515255-Reviews-Wulff_Konstali_Food_Shop-Copenhagen_Zealand.html,https://www.tripadvisor.com//Restaurant_Review-g189541-d8515255-Reviews-Wulff_og_Konstali_Food_Shop-Copenhagen_Zealand.html
d718019,0,0,0,French,1,548,0,1,1,1,+33 4 78 47 62 59,https://www.tripadvisor.com/Restaurant_Review-g1984801-d718019-Reviews-Guy_Lassausaie-Chasselay_Isere_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d718019-Reviews-Guy_Lassausaie-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d11978005,0,0,1,African,1,67,0,15,170,1,+33 1 71 93 18 52,https://www.tripadvisor.com//Restaurant_Review-g187147-d11978005-Reviews-24_Zones-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d11978005-Reviews-24_Zones-Paris_Ile_de_France.html
d3614231,0,0,0,Spanish,0,25,0,3051,4132,0,,https://www.tripadvisor.com//Restaurant_Review-g187497-d3614231-Reviews-Bar_Familia_Sagrada-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d3614231-Reviews-Bar_Familia_Sagrada-Barcelona_Catalonia.html
d1450826,0,0,1,European,1,10,0,1,2,1,+47 66 80 01 15,https://www.tripadvisor.com/Restaurant_Review-g20935304-d1770202-Reviews-Villa_Sandvigen-Svartskog_Oppegard_Municipality_Akershus_Eastern_Norway.html,https://www.tripadvisor.com//Restaurant_Review-g190479-d1450826-Reviews-Villa_Sandvigen-Oslo_Eastern_Norway.html
d7118796,0,0,1,European,1,311,0,474,1278,0,+351 22 200 6024,https://www.tripadvisor.com//Restaurant_Review-g189180-d7118796-Reviews-Restaurante_Picota-Porto_Porto_District_Northern_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189180-d7118796-Reviews-Restaurante_Picota-Porto_Porto_District_Northern_Portugal.html
d8668122,0,0,0,Mediterranean,1,5,0,2688,3121,0,+34 916 93 36 32,https://www.tripadvisor.com//Restaurant_Review-g187514-d8668122-Reviews-El_asador_de_Blimea-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d8668122-Reviews-El_asador_de_Blimea-Madrid.html
d11652109,0,0,1,European,1,13,0,404,835,1,+45 33 22 10 02,https://www.tripadvisor.com//Restaurant_Review-g189541-d11652109-Reviews-Nabo-Copenhagen_Zealand.html,https://www.tripadvisor.com//Restaurant_Review-g189541-d11652109-Reviews-Nabo-Copenhagen_Zealand.html
d6527915,0,0,1,French,1,21,0,3648,6971,1,+33 6 32 92 00 40,https://www.tripadvisor.com//Restaurant_Review-g187147-d6527915-Reviews-Le_Sept_Bis-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d6527915-Reviews-Le_Sept_Bis-Paris_Ile_de_France.html
d8297514,0,0,1,Quick Bites,1,80,0,143,201,0,+33 1 81 69 54 70,https://www.tripadvisor.com//Restaurant_Review-g187147-d8297514-Reviews-McDonald_s-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d8297514-Reviews-McDonald_s-Paris_Ile_de_France.html
d1495939,0,0,0,Unknown,1,0,0,,,0,+34 915 61 82 75,https://www.tripadvisor.com//Restaurant_Review-g187514-d1495939-Reviews-El_Invernadero-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d1495939-Reviews-El_Invernadero-Madrid.html
d2407173,0,0,1,French,1,269,0,219,6971,1,+33 1 43 35 31 61,https://www.tripadvisor.com//Restaurant_Review-g187147-d2407173-Reviews-Le_Kigawa-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d2407173-Reviews-Le_Kigawa-Paris_Ile_de_France.html
d11920985,0,0,0,Mediterranean,0,13,0,1792,3121,0,+34 910 51 05 46,https://www.tripadvisor.com//Restaurant_Review-g187514-d11920985-Reviews-Vergara_280-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d11920985-Reviews-Vergara_280-Madrid.html
d1067494,0,0,0,Seafood,0,0,0,145,154,0,+49 40 35718027,https://www.tripadvisor.com//Restaurant_Review-g187331-d1067494-Reviews-Nat_Fine_Bio_Food-Hamburg.html,https://www.tripadvisor.com//Restaurant_Review-g187331-d1067494-Reviews-Nat_Fine_Bio_Food-Hamburg.html
d8358667,0,0,1,Italian,1,160,0,1,504,0,+420 775 615 641,https://www.tripadvisor.com//Restaurant_Review-g274707-d8358667-Reviews-Johnny_Pizza-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d8358667-Reviews-Johnny_Pizza-Prague_Bohemia.html
d11824466,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g188590-Amsterdam_North_Holland_Province.html,https://www.tripadvisor.com//Restaurant_Review-g188590-d11824466-Reviews-Mr_Sister-Amsterdam_North_Holland_Province.html
d6899811,0,0,1,Seafood,1,100,0,106,458,1,+44 20 7636 9310,https://www.tripadvisor.com/Restaurant_Review-g186338-d6899811-Reviews-Bobo_Social-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d6899811-Reviews-BOBO_Social-London_England.html
d7124143,0,0,0,European,0,0,0,2149,2377,0,+420 244 462 467,https://www.tripadvisor.com//Restaurant_Review-g274707-d7124143-Reviews-Hamr_Sport-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d7124143-Reviews-Hamr_Sport-Prague_Bohemia.html
d7125551,0,0,1,Bar,1,76,0,99,577,1,+31 20 752 6855,https://www.tripadvisor.com/Restaurant_Review-g188590-d7125551-Reviews-Carter-Amsterdam_North_Holland_Province.html,https://www.tripadvisor.com//Restaurant_Review-g188590-d7125551-Reviews-Carter_Bar_Kitchen-Amsterdam_North_Holland_Province.html
d5850176,0,0,0,Unknown,0,5,0,,,0,+33 1 42 28 36 07,https://www.tripadvisor.com//Restaurant_Review-g187147-d5850176-Reviews-Restaurant_La_Doyenne-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d5850176-Reviews-Restaurant_La_Doyenne-Paris_Ile_de_France.html
d1067989,0,0,1,Pizza,1,153,0,552,2940,1,+39 06 8530 1181,https://www.tripadvisor.com//Restaurant_Review-g187791-d1067989-Reviews-Pepe_verde-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d1067989-Reviews-Pepe_verde-Rome_Lazio.html
d5890838,0,0,1,French,0,40,0,4488,6971,0,+33 1 42 00 97 38,https://www.tripadvisor.com//Restaurant_Review-g187147-d5890838-Reviews-Le_Bel_Vil_Cafe-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d5890838-Reviews-Le_Bel_Vil_Cafe-Paris_Ile_de_France.html
d4743364,0,0,0,Bar,1,9,0,36,139,1,+358 9 58077222,https://www.tripadvisor.com//Restaurant_Review-g189934-d4743364-Reviews-St_Urho_s_Pub-Helsinki_Uusimaa.html,https://www.tripadvisor.com//Restaurant_Review-g189934-d4743364-Reviews-St_Urho_s_Pub-Helsinki_Uusimaa.html
d6518694,1,0,1,Cafe,1,49,0,,,1,+34 914 35 20 80,https://www.tripadvisor.com/Restaurant_Review-g187514-d6518694-Reviews-Cafe_y_Tapas_Goya_11-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d6518694-Reviews-Cafe_y_Tapas-Madrid.html
d11717252,0,0,0,Middle Eastern,1,41,0,48,270,1,+49 30 23608668,https://www.tripadvisor.com//Restaurant_Review-g187323-d11717252-Reviews-Kourosh_Restaurant-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d11717252-Reviews-Kourosh_Restaurant-Berlin.html
d8125423,1,0,0,Chinese,0,1,0,,,0,+44 20 8459 1622,https://www.tripadvisor.com//Restaurant_Review-g186338-d8125423-Reviews-Sino_Thai_Restaurant-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d8125423-Reviews-Sino_Thai_Restaurant-London_England.html
d13228347,0,0,0,American,1,4,0,75,87,1,+351 916 311 554,https://www.tripadvisor.com//Restaurant_Review-g189158-d13228347-Reviews-A_Tasquinha_do_Conde-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d13228347-Reviews-A_Tasquinha_do_Conde-Lisbon_Lisbon_District_Central_Portugal.html
d1016851,0,0,0,British,0,2,0,4132,4345,0,+44 20 7257 8625,https://www.tripadvisor.com//Restaurant_Review-g186338-d1016851-Reviews-International_Bar_Restaurant-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d1016851-Reviews-International_Bar_Restaurant-London_England.html
d779812,0,0,1,Asian,1,20,0,111,226,0,+45 33 91 61 21,https://www.tripadvisor.com//Restaurant_Review-g189541-d779812-Reviews-Wokshop_Cantina_Take_Away-Copenhagen_Zealand.html,https://www.tripadvisor.com//Restaurant_Review-g189541-d779812-Reviews-Wokshop_Cantina_Take_Away-Copenhagen_Zealand.html
d10887954,0,0,0,Cafe,1,0,0,749,898,1,,https://www.tripadvisor.com//Restaurant_Review-g274707-d10887954-Reviews-Kafarna_Svandovo_Divadlo-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d10887954-Reviews-Kafarna_Svandovo_Divadlo-Prague_Bohemia.html
d12145157,0,0,0,French,1,12,0,485,1310,0,+33 4 78 03 78 56,https://www.tripadvisor.com//Restaurant_Review-g187265-d12145157-Reviews-Mr_Gabriel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,https://www.tripadvisor.com//Restaurant_Review-g187265-d12145157-Reviews-Mr_Gabriel-Lyon_Rhone_Auvergne_Rhone_Alpes.html
d11833056,0,0,0,European,1,16,0,816,1052,0,+32 472 04 95 30,https://www.tripadvisor.com/Restaurant_Review-g188644-d10824640-Reviews-Oficina-Brussels.html,https://www.tripadvisor.com//Restaurant_Review-g188644-d11833056-Reviews-Officina-Brussels.html
d7123543,0,0,1,International,1,115,0,87,448,1,+420 257 220 253,https://www.tripadvisor.com//Restaurant_Review-g274707-d7123543-Reviews-Na_Farkane-Prague_Bohemia.html,https://www.tripadvisor.com//Restaurant_Review-g274707-d7123543-Reviews-Na_Farkane-Prague_Bohemia.html
d7690668,0,0,1,Lebanese,1,42,0,4,12,0,+30 21 0323 4183,https://www.tripadvisor.com//Restaurant_Review-g189400-d7690668-Reviews-Falafel_House-Athens_Attica.html,https://www.tripadvisor.com//Restaurant_Review-g189400-d7690668-Reviews-Falafel_House-Athens_Attica.html
d12010794,1,0,0,Italian,0,0,0,,,0,,https://www.tripadvisor.com//Restaurant_Review-g274887-d12010794-Reviews-Topolino_Caffe_Bar-Budapest_Central_Hungary.html,https://www.tripadvisor.com//Restaurant_Review-g274887-d12010794-Reviews-Topolino_Caffe_Bar-Budapest_Central_Hungary.html
d3691249,0,0,0,Swiss,0,6,0,212,405,0,+41 44 482 81 00,https://www.tripadvisor.com//Restaurant_Review-g188113-d3691249-Reviews-Restaurant_Buergli-Zurich.html,https://www.tripadvisor.com//Restaurant_Review-g188113-d3691249-Reviews-Restaurant_Buergli-Zurich.html
d783830,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187791-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d783830-Reviews-Il_Leoncino-Rome_Lazio.html
d3814231,0,0,1,Seafood,0,170,0,46,277,1,+351 21 886 2633,https://www.tripadvisor.com//Restaurant_Review-g189158-d3814231-Reviews-O_Sopinhas-Lisbon_Lisbon_District_Central_Portugal.html,https://www.tripadvisor.com//Restaurant_Review-g189158-d3814231-Reviews-O_Sopinhas-Lisbon_Lisbon_District_Central_Portugal.html
d12544035,0,0,1,International,1,72,0,193,613,1,+44 20 7706 1759,https://www.tripadvisor.com//Restaurant_Review-g186338-d12544035-Reviews-The_Cleveland_Arms-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d12544035-Reviews-The_Cleveland_Arms-London_England.html
d5973012,0,0,1,American,0,1,0,628,821,0,,https://www.tripadvisor.com//Restaurant_Review-g186338-d5973012-Reviews-Chicken_Express-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d5973012-Reviews-Chicken_Express-London_England.html
d5220444,0,0,0,Brazilian,1,5,0,36,39,1,+33 4 97 04 76 43,https://www.tripadvisor.com//Restaurant_Review-g187147-d5220444-Reviews-Samba_Rio-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d5220444-Reviews-Samba_Rio-Paris_Ile_de_France.html
d7721024,0,0,0,French,0,1,0,295,353,0,+41 22 329 94 90,https://www.tripadvisor.com//Restaurant_Review-g188057-d7721024-Reviews-Boulangerie_Patisserie-Geneva.html,https://www.tripadvisor.com//Restaurant_Review-g188057-d7721024-Reviews-Boulangerie_Patisserie-Geneva.html
d718715,1,0,1,French,1,57,0,,,1,+33 1 43 26 40 98,https://www.tripadvisor.com//Restaurant_Review-g187147-d718715-Reviews-La_Rotisserie_d_en_Face-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d718715-Reviews-La_Rotisserie_d_en_Face-Paris_Ile_de_France.html
d12338500,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g274856-Warsaw_Mazovia_Province_Central_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274856-d12338500-Reviews-Express_Doner-Warsaw_Mazovia_Province_Central_Poland.html
d697409,0,0,1,Mediterranean,1,157,0,3029,3541,1,+34 933 02 10 37,https://www.tripadvisor.com/Restaurant_Review-g187497-d697409-Reviews-Restaurant_Amaya-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d697409-Reviews-RESTAURANTE_AMAYA-Barcelona_Catalonia.html
d12162255,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187497-Barcelona_Catalonia.html,https://www.tripadvisor.com//Restaurant_Review-g187497-d12162255-Reviews-Joker_Catering-Barcelona_Catalonia.html
d720297,0,0,1,French,1,452,0,13,49,1,+44 131 226 2442,https://www.tripadvisor.com//Restaurant_Review-g186525-d720297-Reviews-Petit_Paris-Edinburgh_Scotland.html,https://www.tripadvisor.com//Restaurant_Review-g186525-d720297-Reviews-Petit_Paris-Edinburgh_Scotland.html
d790430,0,0,1,Spanish,0,13,0,19,23,0,,https://www.tripadvisor.com//Restaurant_Review-g186605-d790430-Reviews-La_paloma-Dublin_County_Dublin.html,https://www.tripadvisor.com//Restaurant_Review-g186605-d790430-Reviews-La_paloma-Dublin_County_Dublin.html
d3337782,0,0,0,Italian,0,2,0,1494,1643,0,,https://www.tripadvisor.com//Restaurant_Review-g187147-d3337782-Reviews-Trattoria_da_Peppe-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3337782-Reviews-Trattoria_da_Peppe-Paris_Ile_de_France.html
d12967860,1,0,1,Polish,1,63,0,,,1,+48 570 333 203,https://www.tripadvisor.com//Restaurant_Review-g274856-d12967860-Reviews-Kuchnia_Smakosza_Restauracja_Polska-Warsaw_Mazovia_Province_Central_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274856-d12967860-Reviews-Kuchnia_Smakosza_Restauracja_Polska-Warsaw_Mazovia_Province_Central_Poland.html
d6417784,0,0,1,Italian,1,445,0,150,607,1,+34 913 68 81 37,https://www.tripadvisor.com//Restaurant_Review-g187514-d6417784-Reviews-Saporem_Chueca-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d6417784-Reviews-Saporem_Chueca-Madrid.html
d11666992,0,0,1,Specialty Food Market,1,2057,1,6,56,1,+39 06 4620 2900,https://www.tripadvisor.com//Restaurant_Review-g187791-d11666992-Reviews-Mercato_Centrale_Roma-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d11666992-Reviews-Mercato_Centrale_Roma-Rome_Lazio.html
d10034449,1,0,0,Unknown,1,0,0,,,0,+49 30 4483719,https://www.tripadvisor.com//Restaurant_Review-g187323-d10034449-Reviews-Cafe_Oberwasser-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d10034449-Reviews-Cafe_Oberwasser-Berlin.html
d2078399,0,0,0,Cafe,1,23,0,429,1100,1,+49 30 85105789,https://www.tripadvisor.com/Restaurant_Review-g187323-d2078399-Reviews-LuLa_Deli_Deluxe-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d2078399-Reviews-LuLa_Deli_deluxe-Berlin.html
d8786143,0,0,0,Fast Food,1,5,0,82,174,0,+49 89 52062630,https://www.tripadvisor.com//Restaurant_Review-g187309-d8786143-Reviews-Kartoffelkonig-Munich_Upper_Bavaria_Bavaria.html,https://www.tripadvisor.com//Restaurant_Review-g187309-d8786143-Reviews-Kartoffelkonig-Munich_Upper_Bavaria_Bavaria.html
d2302050,0,0,1,Indian,1,23,0,25,184,1,+49 30 41768688,https://www.tripadvisor.com//Restaurant_Review-g187323-d2302050-Reviews-Chelany-Berlin.html,https://www.tripadvisor.com//Restaurant_Review-g187323-d2302050-Reviews-Chelany-Berlin.html
d3455924,0,0,0,Italian,1,6,0,3656,8345,0,+39 06 481 7632,https://www.tripadvisor.com//Restaurant_Review-g187791-d3455924-Reviews-Ristorante_Pizzeria-Rome_Lazio.html,https://www.tripadvisor.com//Restaurant_Review-g187791-d3455924-Reviews-Ristorante_Pizzeria-Rome_Lazio.html
d3686975,0,0,1,Austrian,1,0,0,1314,1321,1,,https://www.tripadvisor.com//Restaurant_Review-g190454-d3686975-Reviews-Goodmann-Vienna.html,https://www.tripadvisor.com//Restaurant_Review-g190454-d3686975-Reviews-Goodmann-Vienna.html
d8466797,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g187514-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d8466797-Reviews-La_Mula_Plateada-Madrid.html
d1017691,0,0,1,French,1,162,0,257,512,1,+44 20 7787 2227,https://www.tripadvisor.com//Restaurant_Review-g186338-d1017691-Reviews-Le_QuecumBar_Brasserie-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d1017691-Reviews-Le_QuecumBar_Brasserie-London_England.html
d12318961,0,0,0,Cafe,1,17,0,115,359,0,,https://www.tripadvisor.com//Restaurant_Review-g189852-d12318961-Reviews-Nordiska_museets_matsal-Stockholm.html,https://www.tripadvisor.com//Restaurant_Review-g189852-d12318961-Reviews-Nordiska_museets_matsal-Stockholm.html
d11807446,0,0,1,French,1,1,0,71,79,1,,https://www.tripadvisor.com//Restaurant_Review-g189852-d11807446-Reviews-Neondamon-Stockholm.html,https://www.tripadvisor.com//Restaurant_Review-g189852-d11807446-Reviews-Neondamon-Stockholm.html
d12240371,0,0,0,Italian,1,3,0,570,607,1,+34 914 63 78 00,https://www.tripadvisor.com//Restaurant_Review-g187514-d12240371-Reviews-Pizzerias_Carlos_Lucero-Madrid.html,https://www.tripadvisor.com//Restaurant_Review-g187514-d12240371-Reviews-Pizzerias_Carlos_Lucero-Madrid.html
d2198404,0,0,0,Irish,1,67,0,70,798,1,+353 1 454 2949,https://www.tripadvisor.com//Restaurant_Review-g186605-d2198404-Reviews-Bite_of_Life-Dublin_County_Dublin.html,https://www.tripadvisor.com//Restaurant_Review-g186605-d2198404-Reviews-Bite_of_Life-Dublin_County_Dublin.html
d6367142,0,0,1,European,1,289,0,263,2624,1,+44 20 3747 8620,https://www.tripadvisor.com//Restaurant_Review-g186338-d6367142-Reviews-Mirror_Room-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d6367142-Reviews-Mirror_Room-London_England.html
d5890458,0,0,1,Austrian,1,64,0,1063,1321,1,+43 50 151 6113,https://www.tripadvisor.com//Restaurant_Review-g190454-d5890458-Reviews-Cafe_Restaurant_Schonbrunn-Vienna.html,https://www.tripadvisor.com//Restaurant_Review-g190454-d5890458-Reviews-Cafe_Restaurant_Schonbrunn-Vienna.html
d8297885,0,0,0,European,1,0,0,481,492,0,+358 30 722971,https://www.tripadvisor.com//Restaurant_Review-g189934-d8297885-Reviews-Ravintola_Nelmanni-Helsinki_Uusimaa.html,https://www.tripadvisor.com//Restaurant_Review-g189934-d8297885-Reviews-Ravintola_Nelmanni-Helsinki_Uusimaa.html
d11923144,0,0,0,Vegetarian Friendly,1,15,0,,,0,+44 20 8749 1500,https://www.tripadvisor.com//Restaurant_Review-g186338-d11923144-Reviews-Westfield_White_City_Ariel_Way-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d11923144-Reviews-Westfield_White_City_Ariel_Way-London_England.html
d11965550,0,0,1,Polish,1,53,0,120,652,1,+48 884 975 800,https://www.tripadvisor.com//Restaurant_Review-g274772-d11965550-Reviews-StopBar-Krakow_Lesser_Poland_Province_Southern_Poland.html,https://www.tripadvisor.com//Restaurant_Review-g274772-d11965550-Reviews-StopBar-Krakow_Lesser_Poland_Province_Southern_Poland.html
d2358117,0,0,1,Japanese,1,26,0,171,923,1,+33 1 53 16 19 84,https://www.tripadvisor.com//Restaurant_Review-g187147-d2358117-Reviews-Pecopeco-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d2358117-Reviews-Pecopeco-Paris_Ile_de_France.html
d3436011,0,0,1,French,1,53,0,2991,6971,1,+33 1 42 72 20 81,https://www.tripadvisor.com//Restaurant_Review-g187147-d3436011-Reviews-Le_Petit_Celestinih-Paris_Ile_de_France.html,https://www.tripadvisor.com//Restaurant_Review-g187147-d3436011-Reviews-Le_Petit_Celestinih-Paris_Ile_de_France.html
d2009354,0,0,0,French,1,40,0,170,512,0,+44 7864 219140,https://www.tripadvisor.com//Restaurant_Review-g186338-d2009354-Reviews-Walluc_Bistro-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d2009354-Reviews-Walluc_Bistro-London_England.html
d4179818,,1,,,,,,,,,,https://www.tripadvisor.com/Restaurants-g188644-Brussels.html,https://www.tripadvisor.com//Restaurant_Review-g188644-d4179818-Reviews-Winery_Schuman-Brussels.html
d6672855,0,0,0,Asian,1,26,0,1215,2472,0,+44 20 7226 2446,https://www.tripadvisor.com//Restaurant_Review-g186338-d6672855-Reviews-Dilara-London_England.html,https://www.tripadvisor.com//Restaurant_Review-g186338-d6672855-Reviews-Dilara-London_England.html
